category,city,experienceLevel,price
Business,Nvsk,7,285.0
Writing & Translation,NNov,9,1023.0
Music & Audio,Mmk,2,393.0
Programming & Tech,Msc,9,275.0
Lifestyle,Nov,2,243.0
Business,Nvsk,2,869.0
Music & Audio,Mmk,5,650.0
Programming & Tech,Msc,9,648.0
Writing & Translation,NNov,8,481.0
Programming & Tech,Msc,8,306.0
Programming & Tech,Msc,6,591.0
Programming & Tech,Msc,6,975.0
Lifestyle,Nov,0,992.0
Programming & Tech,Msc,2,521.0
Digital Marketing,Krsk,0,356.0
Programming & Tech,Msc,3,875.0
Programming & Tech,Msc,3,1013.0
Programming & Tech,Msc,2,180.0
Programming & Tech,Msc,4,225.0
Music & Audio,Mmk,0,646.0
Programming & Tech,SPb,4,998.0
Business,Nvsk,5,445.0
Writing & Translation,NNov,1,334.0
Programming & Tech,SPb,9,385.0
Programming & Tech,Msc,6,161.0
Programming & Tech,Msc,3,309.0
Lifestyle,Nov,8,519.0
Music & Audio,Mmk,4,112.0
Programming & Tech,Msc,2,593.0
Video & Animation,Vlc,6,221.0
Programming & Tech,Msc,9,433.0
Programming & Tech,Msc,9,824.0
Music & Audio,Mmk,5,661.0
Programming & Tech,Msc,5,889.0
Programming & Tech,Msc,1,754.0
Lifestyle,Nov,8,937.0
Programming & Tech,Msc,2,663.0
Programming & Tech,Msc,2,676.0
Business,Nvsk,3,925.0
Video & Animation,Vlc,9,249.0
Programming & Tech,Msc,6,105.0
Programming & Tech,Msc,1,583.0
Programming & Tech,Msc,6,908.0
Writing & Translation,NNov,1,250.0
Programming & Tech,Msc,0,375.0
Programming & Tech,Msc,1,698.0
Lifestyle,Nov,1,612.0
Business,Nvsk,2,998.0
Programming & Tech,Msc,1,1051.0
Programming & Tech,Msc,8,265.0
Writing & Translation,NNov,2,849.0
Programming & Tech,Msc,2,1017.0
Programming & Tech,Msc,9,575.0
Programming & Tech,Msc,9,820.0
Programming & Tech,Msc,5,352.0
Programming & Tech,Msc,2,126.0
Video & Animation,Vlc,4,487.0
Programming & Tech,Msc,2,488.0
Programming & Tech,Msc,8,750.0
Video & Animation,Vlc,1,507.0
Writing & Translation,NNov,6,408.0
Programming & Tech,Msc,5,197.0
Programming & Tech,Msc,1,716.0
Programming & Tech,Msc,1,662.0
Writing & Translation,NNov,8,701.0
Programming & Tech,Msc,3,538.0
Programming & Tech,Msc,9,866.0
Programming & Tech,Msc,5,487.0
Video & Animation,Vlc,7,659.0
Music & Audio,Mmk,3,864.0
Programming & Tech,Msc,4,1085.0
Programming & Tech,Msc,9,873.0
Programming & Tech,Msc,9,154.0
Digital Marketing,Krsk,7,248.0
Digital Marketing,Krsk,9,942.0
Programming & Tech,Msc,3,220.0
Business,Nvsk,3,197.0
Video & Animation,Vlc,1,796.0
Digital Marketing,Krsk,2,1095.0
Programming & Tech,Msc,5,804.0
Business,Nvsk,3,453.0
Digital Marketing,Krsk,1,1040.0
Programming & Tech,Msc,7,821.0
Programming & Tech,Msc,2,1096.0
Programming & Tech,Msc,8,573.0
Programming & Tech,Msc,0,1041.0
Video & Animation,Vlc,8,897.0
Video & Animation,Vlc,8,225.0
Video & Animation,Vlc,7,384.0
Video & Animation,Vlc,4,983.0
Programming & Tech,Msc,6,685.0
Programming & Tech,Msc,3,689.0
Programming & Tech,Msc,6,473.0
Programming & Tech,Msc,6,722.0
Programming & Tech,Msc,3,700.0
Lifestyle,Nov,7,321.0
Programming & Tech,Msc,9,282.0
Digital Marketing,Krsk,3,761.0
Programming & Tech,Msc,2,582.0
Programming & Tech,Msc,3,432.0
Writing & Translation,NNov,3,957.0
Business,Nvsk,6,456.0
Video & Animation,Vlc,3,238.0
Programming & Tech,Msc,0,606.0
Programming & Tech,Msc,1,1086.0
Digital Marketing,Krsk,7,862.0
Programming & Tech,SPb,4,618.0
Writing & Translation,NNov,8,1039.0
Music & Audio,Mmk,3,813.0
Lifestyle,Nov,4,877.0
Video & Animation,Vlc,1,118.0
Programming & Tech,SPb,4,955.0
Video & Animation,Vlc,3,869.0
Programming & Tech,Msc,0,317.0
Programming & Tech,Msc,2,926.0
Business,Nvsk,4,280.0
Programming & Tech,Msc,3,600.0
Programming & Tech,SPb,7,320.0
Programming & Tech,Msc,9,541.0
Programming & Tech,Msc,7,503.0
Video & Animation,Vlc,4,657.0
Business,Nvsk,3,403.0
Programming & Tech,Msc,7,875.0
Programming & Tech,Msc,6,424.0
Digital Marketing,Krsk,3,805.0
Programming & Tech,Msc,7,477.0
Programming & Tech,Msc,0,935.0
Programming & Tech,Msc,8,873.0
Programming & Tech,Msc,8,1056.0
Music & Audio,Mmk,9,658.0
Writing & Translation,NNov,7,1008.0
Music & Audio,Mmk,8,415.0
Digital Marketing,Krsk,2,484.0
Lifestyle,Nov,5,438.0
Business,Nvsk,8,1039.0
Programming & Tech,Msc,1,231.0
Programming & Tech,Msc,1,615.0
Programming & Tech,Msc,2,777.0
Programming & Tech,SPb,5,322.0
Programming & Tech,Msc,6,480.0
Business,Nvsk,6,823.0
Programming & Tech,Msc,0,430.0
Programming & Tech,Msc,5,1077.0
Programming & Tech,Msc,6,251.0
Video & Animation,Vlc,3,460.0
Programming & Tech,Msc,4,774.0
Lifestyle,Nov,4,454.0
Programming & Tech,Msc,4,398.0
Programming & Tech,Msc,9,885.0
Programming & Tech,Msc,3,875.0
Programming & Tech,Msc,0,167.0
Programming & Tech,Msc,7,914.0
Lifestyle,Nov,0,941.0
Writing & Translation,NNov,0,604.0
Programming & Tech,Msc,0,706.0
Programming & Tech,Msc,9,185.0
Music & Audio,Mmk,7,917.0
Programming & Tech,Msc,7,317.0
Programming & Tech,Msc,5,304.0
Programming & Tech,Msc,1,115.0
Programming & Tech,Msc,9,786.0
Programming & Tech,Msc,0,445.0
Writing & Translation,NNov,5,281.0
Writing & Translation,NNov,4,943.0
Programming & Tech,SPb,2,680.0
Lifestyle,Nov,5,183.0
Programming & Tech,Msc,5,681.0
Business,Nvsk,9,833.0
Writing & Translation,NNov,2,391.0
Programming & Tech,SPb,6,908.0
Digital Marketing,Krsk,3,524.0
Digital Marketing,Krsk,2,532.0
Programming & Tech,SPb,7,226.0
Lifestyle,Nov,3,384.0
Music & Audio,Mmk,5,403.0
Programming & Tech,Msc,8,386.0
Programming & Tech,Msc,2,258.0
Programming & Tech,Msc,2,724.0
Programming & Tech,Msc,9,666.0
Writing & Translation,NNov,5,570.0
Programming & Tech,Msc,0,263.0
Business,Nvsk,0,379.0
Music & Audio,Mmk,1,744.0
Business,Nvsk,5,562.0
Lifestyle,Nov,6,418.0
Video & Animation,Vlc,0,386.0
Programming & Tech,Msc,1,1044.0
Programming & Tech,Msc,5,428.0
Programming & Tech,Msc,2,1053.0
Programming & Tech,Msc,0,672.0
Programming & Tech,Msc,0,382.0
Programming & Tech,Msc,4,513.0
Digital Marketing,Krsk,8,340.0
Video & Animation,Vlc,2,1006.0
Programming & Tech,Msc,5,786.0
Programming & Tech,SPb,5,338.0
Programming & Tech,SPb,5,406.0
Programming & Tech,Msc,0,1051.0
Programming & Tech,Msc,5,444.0
Programming & Tech,SPb,1,289.0
Video & Animation,Vlc,0,500.0
Programming & Tech,Msc,8,210.0
Programming & Tech,Msc,4,464.0
Programming & Tech,Msc,6,405.0
Programming & Tech,Msc,7,445.0
Programming & Tech,Msc,5,395.0
Programming & Tech,Msc,8,808.0
Programming & Tech,Msc,7,947.0
Programming & Tech,Msc,6,986.0
Programming & Tech,Msc,8,658.0
Programming & Tech,Msc,4,666.0
Lifestyle,Nov,4,800.0
Programming & Tech,Msc,9,149.0
Writing & Translation,NNov,0,592.0
Digital Marketing,Krsk,9,987.0
Programming & Tech,Msc,5,355.0
Video & Animation,Vlc,4,636.0
Writing & Translation,NNov,2,503.0
Programming & Tech,Msc,5,127.0
Programming & Tech,Msc,6,338.0
Programming & Tech,Msc,9,361.0
Lifestyle,Nov,1,999.0
Programming & Tech,Msc,8,512.0
Programming & Tech,Msc,1,860.0
Programming & Tech,Msc,2,820.0
Business,Nvsk,7,312.0
Programming & Tech,Msc,2,195.0
Video & Animation,Vlc,2,836.0
Programming & Tech,Msc,1,858.0
Lifestyle,Nov,3,545.0
Programming & Tech,Msc,2,486.0
Programming & Tech,Msc,1,1020.0
Programming & Tech,Msc,3,173.0
Business,Nvsk,0,652.0
Programming & Tech,Msc,2,391.0
Video & Animation,Vlc,4,438.0
Programming & Tech,Msc,4,163.0
Programming & Tech,Msc,8,218.0
Programming & Tech,Msc,5,632.0
Programming & Tech,Msc,1,594.0
Business,Nvsk,9,949.0
Programming & Tech,Msc,3,480.0
Programming & Tech,Msc,0,418.0
Lifestyle,Nov,0,729.0
Digital Marketing,Krsk,2,300.0
Programming & Tech,Msc,1,971.0
Programming & Tech,Msc,8,985.0
Programming & Tech,Msc,2,759.0
Programming & Tech,Msc,9,319.0
Music & Audio,Mmk,6,959.0
Writing & Translation,NNov,8,1090.0
Programming & Tech,Msc,4,134.0
Programming & Tech,Msc,6,893.0
Business,Nvsk,5,115.0
Programming & Tech,Msc,1,962.0
Video & Animation,Vlc,3,325.0
Programming & Tech,Msc,3,779.0
Writing & Translation,NNov,6,628.0
Programming & Tech,Msc,4,672.0
Business,Nvsk,9,354.0
Programming & Tech,Msc,0,978.0
Programming & Tech,Msc,9,1034.0
Writing & Translation,NNov,2,635.0
Programming & Tech,Msc,4,642.0
Writing & Translation,NNov,6,1015.0
Programming & Tech,Msc,2,1058.0
Programming & Tech,Msc,2,1071.0
Programming & Tech,SPb,3,243.0
Programming & Tech,Msc,0,570.0
Programming & Tech,Msc,1,645.0
Programming & Tech,Msc,2,1076.0
Programming & Tech,Msc,3,676.0
Music & Audio,Mmk,7,111.0
Writing & Translation,NNov,0,550.0
Writing & Translation,NNov,3,466.0
Programming & Tech,Msc,7,805.0
Business,Nvsk,0,567.0
Programming & Tech,Msc,1,879.0
Music & Audio,Mmk,3,797.0
Programming & Tech,Msc,4,996.0
Writing & Translation,NNov,7,598.0
Programming & Tech,Msc,6,453.0
Programming & Tech,Msc,8,482.0
Programming & Tech,SPb,3,952.0
Programming & Tech,Msc,0,869.0
Programming & Tech,Msc,4,297.0
Programming & Tech,Msc,0,575.0
Programming & Tech,Msc,8,843.0
Business,Nvsk,1,1037.0
Video & Animation,Vlc,1,699.0
Programming & Tech,Msc,8,247.0
Lifestyle,Nov,4,317.0
Video & Animation,Vlc,0,718.0
Writing & Translation,NNov,2,520.0
Programming & Tech,Msc,8,105.0
Digital Marketing,Krsk,6,104.0
Programming & Tech,Msc,1,788.0
Writing & Translation,NNov,4,391.0
Digital Marketing,Krsk,4,821.0
Programming & Tech,Msc,5,1024.0
Programming & Tech,Msc,6,159.0
Programming & Tech,SPb,6,919.0
Video & Animation,Vlc,6,634.0
Programming & Tech,SPb,6,243.0
Programming & Tech,Msc,0,787.0
Programming & Tech,Msc,0,313.0
Programming & Tech,Msc,3,516.0
Programming & Tech,Msc,3,267.0
Lifestyle,Nov,1,736.0
Programming & Tech,Msc,6,451.0
Programming & Tech,Msc,4,551.0
Writing & Translation,NNov,2,891.0
Programming & Tech,Msc,5,692.0
Digital Marketing,Krsk,7,790.0
Programming & Tech,Msc,1,960.0
Programming & Tech,Msc,5,454.0
Digital Marketing,Krsk,4,345.0
Programming & Tech,Msc,9,491.0
Lifestyle,Nov,8,505.0
Video & Animation,Vlc,8,734.0
Programming & Tech,Msc,5,862.0
Lifestyle,Nov,4,519.0
Programming & Tech,SPb,3,1086.0
Programming & Tech,Msc,9,990.0
Music & Audio,Mmk,0,506.0
Digital Marketing,Krsk,3,987.0
Programming & Tech,Msc,5,243.0
Video & Animation,Vlc,1,893.0
Lifestyle,Nov,3,962.0
Programming & Tech,Msc,3,548.0
Programming & Tech,Msc,4,845.0
Business,Nvsk,7,931.0
Lifestyle,Nov,4,303.0
Programming & Tech,Msc,8,465.0
Programming & Tech,Msc,2,282.0
Programming & Tech,Msc,1,154.0
Programming & Tech,Msc,5,235.0
Programming & Tech,Msc,5,397.0
Programming & Tech,Msc,3,319.0
Programming & Tech,Msc,2,102.0
Programming & Tech,Msc,6,916.0
Programming & Tech,Msc,4,718.0
Writing & Translation,NNov,3,476.0
Music & Audio,Mmk,4,750.0
Programming & Tech,Msc,8,932.0
Music & Audio,Mmk,2,313.0
Video & Animation,Vlc,1,783.0
Business,Nvsk,3,645.0
Video & Animation,Vlc,7,748.0
Programming & Tech,Msc,0,671.0
Video & Animation,Vlc,9,609.0
Video & Animation,Vlc,2,313.0
Programming & Tech,Msc,7,450.0
Programming & Tech,Msc,9,1099.0
Digital Marketing,Krsk,0,846.0
Programming & Tech,Msc,1,277.0
Programming & Tech,Msc,6,359.0
Video & Animation,Vlc,3,319.0
Programming & Tech,Msc,5,865.0
Programming & Tech,Msc,9,599.0
Programming & Tech,Msc,5,262.0
Business,Nvsk,8,965.0
Programming & Tech,Msc,5,731.0
Programming & Tech,Msc,7,282.0
Programming & Tech,Msc,1,380.0
Video & Animation,Vlc,4,799.0
Programming & Tech,Msc,1,769.0
Writing & Translation,NNov,4,536.0
Programming & Tech,Msc,5,635.0
Writing & Translation,NNov,5,363.0
Writing & Translation,NNov,0,810.0
Programming & Tech,Msc,5,605.0
Programming & Tech,Msc,6,220.0
Programming & Tech,Msc,2,524.0
Digital Marketing,Krsk,0,794.0
Programming & Tech,Msc,7,590.0
Programming & Tech,Msc,6,468.0
Programming & Tech,Msc,3,1067.0
Music & Audio,Mmk,3,1008.0
Video & Animation,Vlc,3,361.0
Writing & Translation,NNov,3,1018.0
Digital Marketing,Krsk,8,520.0
Programming & Tech,Msc,5,186.0
Programming & Tech,Msc,7,712.0
Programming & Tech,Msc,6,768.0
Programming & Tech,Msc,1,396.0
Programming & Tech,Msc,4,1001.0
Programming & Tech,SPb,0,299.0
Writing & Translation,NNov,1,215.0
Programming & Tech,Msc,7,746.0
Programming & Tech,Msc,6,245.0
Video & Animation,Vlc,0,260.0
Programming & Tech,Msc,5,282.0
Programming & Tech,Msc,3,960.0
Video & Animation,Vlc,6,848.0
Programming & Tech,Msc,1,603.0
Music & Audio,Mmk,4,239.0
Programming & Tech,Msc,3,241.0
Video & Animation,Vlc,0,965.0
Programming & Tech,SPb,3,148.0
Music & Audio,Mmk,3,594.0
Digital Marketing,Krsk,6,450.0
Music & Audio,Mmk,2,393.0
Writing & Translation,NNov,4,575.0
Digital Marketing,Krsk,1,503.0
Programming & Tech,Msc,1,573.0
Programming & Tech,Msc,0,745.0
Lifestyle,Nov,4,1020.0
Video & Animation,Vlc,2,741.0
Programming & Tech,Msc,1,990.0
Programming & Tech,Msc,7,1069.0
Programming & Tech,Msc,2,910.0
Programming & Tech,Msc,2,125.0
Programming & Tech,Msc,6,298.0
Lifestyle,Nov,2,535.0
Programming & Tech,Msc,0,153.0
Programming & Tech,Msc,5,624.0
Music & Audio,Mmk,8,796.0
Programming & Tech,Msc,1,925.0
Programming & Tech,Msc,8,831.0
Programming & Tech,Msc,9,961.0
Programming & Tech,Msc,7,484.0
Programming & Tech,Msc,3,146.0
Programming & Tech,Msc,7,229.0
Programming & Tech,Msc,7,582.0
Programming & Tech,Msc,5,670.0
Business,Nvsk,2,1011.0
Lifestyle,Nov,6,723.0
Programming & Tech,Msc,0,188.0
Programming & Tech,Msc,3,698.0
Programming & Tech,Msc,5,591.0
Programming & Tech,SPb,0,460.0
Programming & Tech,Msc,1,394.0
Video & Animation,Vlc,1,681.0
Programming & Tech,SPb,7,522.0
Digital Marketing,Krsk,1,1066.0
Programming & Tech,Msc,6,555.0
Programming & Tech,Msc,0,468.0
Programming & Tech,Msc,0,999.0
Music & Audio,Mmk,3,353.0
Programming & Tech,Msc,0,273.0
Programming & Tech,Msc,8,1098.0
Programming & Tech,Msc,0,598.0
Programming & Tech,Msc,5,253.0
Video & Animation,Vlc,1,206.0
Programming & Tech,Msc,1,408.0
Digital Marketing,Krsk,4,395.0
Programming & Tech,Msc,3,495.0
Lifestyle,Nov,5,557.0
Digital Marketing,Krsk,5,354.0
Programming & Tech,Msc,5,162.0
Music & Audio,Mmk,0,727.0
Programming & Tech,Msc,8,997.0
Lifestyle,Nov,3,582.0
Programming & Tech,Msc,2,196.0
Programming & Tech,Msc,2,1084.0
Programming & Tech,Msc,0,973.0
Programming & Tech,Msc,1,1083.0
Programming & Tech,Msc,6,699.0
Writing & Translation,NNov,2,591.0
Writing & Translation,NNov,8,866.0
Programming & Tech,Msc,8,143.0
Programming & Tech,Msc,7,586.0
Programming & Tech,Msc,0,773.0
Business,Nvsk,1,632.0
Programming & Tech,Msc,3,756.0
Programming & Tech,Msc,3,280.0
Programming & Tech,Msc,3,508.0
Lifestyle,Nov,8,158.0
Programming & Tech,Msc,5,1028.0
Video & Animation,Vlc,7,811.0
Programming & Tech,Msc,1,1050.0
Programming & Tech,Msc,5,238.0
Programming & Tech,Msc,8,939.0
Digital Marketing,Krsk,8,586.0
Programming & Tech,Msc,4,223.0
Programming & Tech,Msc,2,120.0
Lifestyle,Nov,0,278.0
Writing & Translation,NNov,0,825.0
Programming & Tech,Msc,8,243.0
Digital Marketing,Krsk,1,344.0
Programming & Tech,Msc,0,701.0
Programming & Tech,SPb,3,942.0
Programming & Tech,Msc,4,950.0
Programming & Tech,Msc,3,607.0
Programming & Tech,Msc,3,645.0
Business,Nvsk,6,202.0
Programming & Tech,Msc,0,840.0
Programming & Tech,Msc,6,289.0
Programming & Tech,Msc,9,278.0
Programming & Tech,Msc,2,162.0
Programming & Tech,Msc,6,833.0
Lifestyle,Nov,7,746.0
Programming & Tech,Msc,1,1036.0
Digital Marketing,Krsk,0,216.0
Programming & Tech,Msc,7,132.0
Business,Nvsk,0,963.0
Video & Animation,Vlc,3,713.0
Programming & Tech,Msc,3,117.0
Programming & Tech,Msc,7,1034.0
Digital Marketing,Krsk,1,781.0
Digital Marketing,Krsk,1,876.0
Lifestyle,Nov,3,135.0
Programming & Tech,Msc,0,173.0
Programming & Tech,Msc,2,535.0
Programming & Tech,Msc,0,261.0
Programming & Tech,Msc,4,508.0
Programming & Tech,SPb,2,285.0
Writing & Translation,NNov,7,616.0
Programming & Tech,Msc,2,559.0
Writing & Translation,NNov,2,408.0
Programming & Tech,Msc,3,563.0
Programming & Tech,Msc,8,292.0
Programming & Tech,Msc,3,668.0
Programming & Tech,Msc,7,745.0
Programming & Tech,Msc,8,860.0
Programming & Tech,Msc,0,587.0
Programming & Tech,Msc,6,135.0
Programming & Tech,Msc,6,756.0
Music & Audio,Mmk,8,946.0
Writing & Translation,NNov,8,892.0
Digital Marketing,Krsk,1,723.0
Business,Nvsk,7,880.0
Lifestyle,Nov,0,967.0
Programming & Tech,Msc,5,800.0
Programming & Tech,Msc,1,972.0
Music & Audio,Mmk,6,1070.0
Digital Marketing,Krsk,1,655.0
Programming & Tech,Msc,1,915.0
Lifestyle,Nov,4,229.0
Programming & Tech,SPb,1,963.0
Programming & Tech,Msc,5,865.0
Programming & Tech,Msc,4,1044.0
Music & Audio,Mmk,5,131.0
Programming & Tech,Msc,5,558.0
Programming & Tech,Msc,4,174.0
Programming & Tech,Msc,4,449.0
Programming & Tech,Msc,7,705.0
Digital Marketing,Krsk,4,191.0
Programming & Tech,Msc,6,586.0
Lifestyle,Nov,6,525.0
Writing & Translation,NNov,2,1093.0
Writing & Translation,NNov,7,408.0
Programming & Tech,SPb,7,506.0
Programming & Tech,Msc,6,924.0
Programming & Tech,Msc,8,824.0
Programming & Tech,Msc,0,464.0
Music & Audio,Mmk,9,485.0
Programming & Tech,SPb,0,306.0
Lifestyle,Nov,9,192.0
Programming & Tech,Msc,8,1081.0
Video & Animation,Vlc,1,649.0
Business,Nvsk,3,212.0
Digital Marketing,Krsk,3,623.0
Programming & Tech,SPb,3,286.0
Programming & Tech,Msc,6,379.0
Programming & Tech,Msc,9,627.0
Music & Audio,Mmk,0,224.0
Programming & Tech,Msc,2,613.0
Programming & Tech,Msc,1,110.0
Programming & Tech,SPb,7,630.0
Programming & Tech,Msc,1,578.0
Writing & Translation,NNov,1,808.0
Programming & Tech,Msc,9,537.0
Business,Nvsk,0,420.0
Music & Audio,Mmk,2,484.0
Programming & Tech,Msc,8,982.0
Programming & Tech,SPb,3,464.0
Lifestyle,Nov,1,418.0
Digital Marketing,Krsk,3,643.0
Programming & Tech,Msc,4,385.0
Programming & Tech,Msc,6,920.0
Programming & Tech,Msc,9,886.0
Programming & Tech,Msc,7,627.0
Video & Animation,Vlc,7,190.0
Programming & Tech,SPb,2,343.0
Business,Nvsk,3,541.0
Video & Animation,Vlc,4,405.0
Programming & Tech,Msc,7,525.0
Music & Audio,Mmk,0,698.0
Programming & Tech,Msc,8,496.0
Writing & Translation,NNov,0,726.0
Programming & Tech,Msc,9,214.0
Programming & Tech,Msc,3,532.0
Programming & Tech,Msc,5,275.0
Programming & Tech,Msc,7,498.0
Video & Animation,Vlc,7,160.0
Video & Animation,Vlc,8,486.0
Programming & Tech,Msc,5,921.0
Lifestyle,Nov,3,196.0
Digital Marketing,Krsk,8,190.0
Programming & Tech,SPb,0,963.0
Programming & Tech,Msc,4,154.0
Music & Audio,Mmk,5,1010.0
Writing & Translation,NNov,8,1056.0
Programming & Tech,Msc,4,371.0
Programming & Tech,Msc,5,702.0
Lifestyle,Nov,1,168.0
Video & Animation,Vlc,5,634.0
Programming & Tech,SPb,2,822.0
Business,Nvsk,6,971.0
Business,Nvsk,5,432.0
Programming & Tech,Msc,6,380.0
Business,Nvsk,5,156.0
Programming & Tech,Msc,5,602.0
Programming & Tech,Msc,0,884.0
Programming & Tech,Msc,5,1050.0
Programming & Tech,Msc,0,846.0
Programming & Tech,Msc,2,962.0
Programming & Tech,Msc,4,189.0
Programming & Tech,Msc,4,829.0
Programming & Tech,Msc,5,862.0
Business,Nvsk,0,369.0
Lifestyle,Nov,3,1074.0
Programming & Tech,Msc,1,211.0
Video & Animation,Vlc,9,627.0
Lifestyle,Nov,2,222.0
Business,Nvsk,2,196.0
Programming & Tech,Msc,1,167.0
Programming & Tech,SPb,3,218.0
Programming & Tech,Msc,6,575.0
Programming & Tech,Msc,3,459.0
Video & Animation,Vlc,2,402.0
Programming & Tech,Msc,6,120.0
Programming & Tech,Msc,7,982.0
Programming & Tech,Msc,7,238.0
Programming & Tech,Msc,4,471.0
Programming & Tech,Msc,6,496.0
Programming & Tech,Msc,2,474.0
Programming & Tech,Msc,6,1092.0
Business,Nvsk,1,239.0
Programming & Tech,Msc,7,841.0
Programming & Tech,Msc,1,379.0
Programming & Tech,Msc,0,288.0
Programming & Tech,Msc,5,509.0
Programming & Tech,Msc,4,170.0
Writing & Translation,NNov,7,604.0
Programming & Tech,Msc,5,433.0
Programming & Tech,Msc,6,114.0
Programming & Tech,Msc,7,109.0
Programming & Tech,Msc,1,1000.0
Programming & Tech,Msc,9,1086.0
Business,Nvsk,8,237.0
Digital Marketing,Krsk,5,276.0
Programming & Tech,Msc,2,866.0
Programming & Tech,Msc,7,1001.0
Programming & Tech,Msc,2,346.0
Writing & Translation,NNov,5,815.0
Business,Nvsk,4,860.0
Programming & Tech,SPb,6,757.0
Programming & Tech,Msc,6,1066.0
Programming & Tech,SPb,3,429.0
Writing & Translation,NNov,2,354.0
Programming & Tech,Msc,5,996.0
Lifestyle,Nov,3,914.0
Programming & Tech,Msc,4,946.0
Programming & Tech,SPb,8,838.0
Programming & Tech,Msc,3,687.0
Digital Marketing,Krsk,2,334.0
Lifestyle,Nov,8,527.0
Programming & Tech,Msc,2,1000.0
Programming & Tech,Msc,1,1044.0
Lifestyle,Nov,7,697.0
Video & Animation,Vlc,1,768.0
Lifestyle,Nov,2,814.0
Programming & Tech,SPb,6,861.0
Music & Audio,Mmk,4,821.0
Programming & Tech,Msc,2,204.0
Programming & Tech,Msc,3,890.0
Programming & Tech,Msc,0,876.0
Programming & Tech,Msc,4,902.0
Programming & Tech,Msc,6,479.0
Programming & Tech,Msc,1,550.0
Writing & Translation,NNov,4,158.0
Programming & Tech,Msc,1,179.0
Music & Audio,Mmk,0,557.0
Writing & Translation,NNov,1,1032.0
Video & Animation,Vlc,2,685.0
Programming & Tech,Msc,8,651.0
Business,Nvsk,7,1095.0
Programming & Tech,Msc,8,545.0
Writing & Translation,NNov,2,702.0
Writing & Translation,NNov,1,890.0
Programming & Tech,Msc,7,501.0
Business,Nvsk,6,442.0
Programming & Tech,Msc,6,959.0
Programming & Tech,Msc,9,211.0
Digital Marketing,Krsk,9,175.0
Lifestyle,Nov,5,538.0
Programming & Tech,Msc,8,403.0
Programming & Tech,Msc,8,480.0
Programming & Tech,SPb,6,556.0
Programming & Tech,Msc,4,795.0
Digital Marketing,Krsk,6,311.0
Programming & Tech,Msc,4,373.0
Programming & Tech,Msc,4,330.0
Digital Marketing,Krsk,3,549.0
Programming & Tech,Msc,8,441.0
Programming & Tech,Msc,0,369.0
Writing & Translation,NNov,7,832.0
Lifestyle,Nov,6,932.0
Programming & Tech,Msc,8,306.0
Video & Animation,Vlc,8,678.0
Programming & Tech,Msc,6,244.0
Programming & Tech,SPb,6,1051.0
Programming & Tech,Msc,0,559.0
Writing & Translation,NNov,6,866.0
Music & Audio,Mmk,3,962.0
Programming & Tech,Msc,1,260.0
Programming & Tech,SPb,5,747.0
Writing & Translation,NNov,2,128.0
Business,Nvsk,1,688.0
Business,Nvsk,8,840.0
Programming & Tech,Msc,9,1045.0
Programming & Tech,SPb,8,1037.0
Lifestyle,Nov,5,113.0
Lifestyle,Nov,0,1023.0
Music & Audio,Mmk,1,766.0
Video & Animation,Vlc,9,865.0
Programming & Tech,Msc,8,349.0
Video & Animation,Vlc,4,252.0
Programming & Tech,SPb,9,217.0
Music & Audio,Mmk,6,360.0
Programming & Tech,Msc,4,1097.0
Programming & Tech,Msc,5,926.0
Programming & Tech,Msc,1,477.0
Programming & Tech,Msc,9,777.0
Programming & Tech,Msc,1,157.0
Digital Marketing,Krsk,8,191.0
Lifestyle,Nov,0,279.0
Programming & Tech,Msc,6,638.0
Video & Animation,Vlc,6,918.0
Programming & Tech,SPb,2,145.0
Programming & Tech,Msc,3,515.0
Video & Animation,Vlc,8,661.0
Music & Audio,Mmk,1,441.0
Programming & Tech,SPb,9,442.0
Programming & Tech,SPb,0,377.0
Video & Animation,Vlc,5,1072.0
Programming & Tech,SPb,4,718.0
Video & Animation,Vlc,7,905.0
Programming & Tech,Msc,5,218.0
Programming & Tech,Msc,3,314.0
Programming & Tech,Msc,4,191.0
Writing & Translation,NNov,8,1058.0
Music & Audio,Mmk,0,1038.0
Programming & Tech,Msc,7,1040.0
Lifestyle,Nov,8,913.0
Programming & Tech,Msc,7,302.0
Programming & Tech,Msc,4,842.0
Programming & Tech,Msc,5,388.0
Business,Nvsk,2,216.0
Music & Audio,Mmk,8,229.0
Programming & Tech,Msc,8,915.0
Programming & Tech,Msc,4,929.0
Programming & Tech,Msc,0,673.0
Business,Nvsk,1,343.0
Programming & Tech,Msc,9,979.0
Programming & Tech,Msc,7,207.0
Programming & Tech,Msc,3,858.0
Digital Marketing,Krsk,4,511.0
Writing & Translation,NNov,0,964.0
Lifestyle,Nov,4,812.0
Video & Animation,Vlc,7,968.0
Programming & Tech,Msc,8,942.0
Programming & Tech,Msc,2,615.0
Lifestyle,Nov,2,610.0
Programming & Tech,Msc,6,142.0
Programming & Tech,SPb,6,1034.0
Music & Audio,Mmk,2,495.0
Programming & Tech,Msc,9,1081.0
Business,Nvsk,4,1085.0
Programming & Tech,Msc,1,364.0
Programming & Tech,Msc,2,471.0
Programming & Tech,Msc,6,928.0
Programming & Tech,SPb,9,687.0
Programming & Tech,Msc,9,724.0
Programming & Tech,Msc,0,338.0
Programming & Tech,Msc,2,528.0
Music & Audio,Mmk,9,135.0
Video & Animation,Vlc,9,405.0
